cost_vec,pax_vec,boost_vec,screen_vec,com_inc_vec
0,100,0,none,20
72000,100,0,weekly,20
82000,100,0,twice-weekly,20
0,100,0,none,40
54000,100,0,weekly,40
58000,100,0,twice-weekly,40
0,100,0,none,60
48000,100,0,weekly,60
49000,100,0,twice-weekly,60
0,100,0,none,80
46000,100,0,weekly,80
49000,100,0,twice-weekly,80
0,100,0,none,100
48000,100,0,weekly,100
47000,100,0,twice-weekly,100
0,0,20,none,5
74000,0,20,weekly,5
103000,0,20,twice-weekly,5
0,0,20,none,20
27000,0,20,weekly,20
35000,0,20,twice-weekly,20
0,0,20,none,40
19000,0,20,weekly,40
23000,0,20,twice-weekly,40
0,0,20,none,60
15000,0,20,weekly,60
20000,0,20,twice-weekly,60
0,0,20,none,80
15000,0,20,weekly,80
17000,0,20,twice-weekly,80
0,0,20,none,100
15000,0,20,weekly,100
16000,0,20,twice-weekly,100
0,25,20,none,5
89000,25,20,weekly,5
125000,25,20,twice-weekly,5
0,25,20,none,20
33000,25,20,weekly,20
42000,25,20,twice-weekly,20
0,25,20,none,40
23000,25,20,weekly,40
28000,25,20,twice-weekly,40
0,25,20,none,60
18000,25,20,weekly,60
24000,25,20,twice-weekly,60
0,25,20,none,80
19000,25,20,weekly,80
21000,25,20,twice-weekly,80
0,25,20,none,100
19000,25,20,weekly,100
20000,25,20,twice-weekly,100
0,50,20,none,5
113000,50,20,weekly,5
159000,50,20,twice-weekly,5
0,50,20,none,20
42000,50,20,weekly,20
53000,50,20,twice-weekly,20
0,50,20,none,40
30000,50,20,weekly,40
35000,50,20,twice-weekly,40
0,50,20,none,60
23000,50,20,weekly,60
30000,50,20,twice-weekly,60
0,50,20,none,80
24000,50,20,weekly,80
27000,50,20,twice-weekly,80
0,50,20,none,100
24000,50,20,weekly,100
25000,50,20,twice-weekly,100
0,75,20,none,5
154000,75,20,weekly,5
216000,75,20,twice-weekly,5
0,75,20,none,20
57000,75,20,weekly,20
73000,75,20,twice-weekly,20
0,75,20,none,40
40000,75,20,weekly,40
48000,75,20,twice-weekly,40
0,75,20,none,60
31000,75,20,weekly,60
41000,75,20,twice-weekly,60
0,75,20,none,80
32000,75,20,weekly,80
36000,75,20,twice-weekly,80
0,75,20,none,100
32000,75,20,weekly,100
34000,75,20,twice-weekly,100
0,100,20,none,5
253000,100,20,weekly,5
355000,100,20,twice-weekly,5
0,100,20,none,20
94000,100,20,weekly,20
119000,100,20,twice-weekly,20
0,100,20,none,40
66000,100,20,weekly,40
78000,100,20,twice-weekly,40
0,100,20,none,60
52000,100,20,weekly,60
68000,100,20,twice-weekly,60
0,100,20,none,80
53000,100,20,weekly,80
60000,100,20,twice-weekly,80
0,100,20,none,100
53000,100,20,weekly,100
56000,100,20,twice-weekly,100
0,0,40,none,5
96000,0,40,weekly,5
122000,0,40,twice-weekly,5
0,0,40,none,20
30000,0,40,weekly,20
40000,0,40,twice-weekly,20
0,0,40,none,40
20000,0,40,weekly,40
26000,0,40,twice-weekly,40
0,0,40,none,60
18000,0,40,weekly,60
22000,0,40,twice-weekly,60
0,0,40,none,80
17000,0,40,weekly,80
20000,0,40,twice-weekly,80
0,0,40,none,100
17000,0,40,weekly,100
19000,0,40,twice-weekly,100
0,25,40,none,5
116000,25,40,weekly,5
148000,25,40,twice-weekly,5
0,25,40,none,20
36000,25,40,weekly,20
49000,25,40,twice-weekly,20
0,25,40,none,40
24000,25,40,weekly,40
31000,25,40,twice-weekly,40
0,25,40,none,60
21000,25,40,weekly,60
26000,25,40,twice-weekly,60
0,25,40,none,80
20000,25,40,weekly,80
24000,25,40,twice-weekly,80
0,25,40,none,100
20000,25,40,weekly,100
23000,25,40,twice-weekly,100
0,50,40,none,5
147000,50,40,weekly,5
187000,50,40,twice-weekly,5
0,50,40,none,20
46000,50,40,weekly,20
62000,50,40,twice-weekly,20
0,50,40,none,40
31000,50,40,weekly,40
39000,50,40,twice-weekly,40
0,50,40,none,60
27000,50,40,weekly,60
33000,50,40,twice-weekly,60
0,50,40,none,80
26000,50,40,weekly,80
31000,50,40,twice-weekly,80
0,50,40,none,100
25000,50,40,weekly,100
29000,50,40,twice-weekly,100
0,75,40,none,5
200000,75,40,weekly,5
255000,75,40,twice-weekly,5
0,75,40,none,20
62000,75,40,weekly,20
84000,75,40,twice-weekly,20
0,75,40,none,40
42000,75,40,weekly,40
53000,75,40,twice-weekly,40
0,75,40,none,60
37000,75,40,weekly,60
45000,75,40,twice-weekly,60
0,75,40,none,80
35000,75,40,weekly,80
42000,75,40,twice-weekly,80
0,75,40,none,100
35000,75,40,weekly,100
39000,75,40,twice-weekly,100
0,100,40,none,5
328000,100,40,weekly,5
419000,100,40,twice-weekly,5
0,100,40,none,20
102000,100,40,weekly,20
138000,100,40,twice-weekly,20
0,100,40,none,40
69000,100,40,weekly,40
88000,100,40,twice-weekly,40
0,100,40,none,60
61000,100,40,weekly,60
74000,100,40,twice-weekly,60
0,100,40,none,80
58000,100,40,weekly,80
69000,100,40,twice-weekly,80
0,100,40,none,100
57000,100,40,weekly,100
65000,100,40,twice-weekly,100
0,0,60,none,5
101000,0,60,weekly,5
141000,0,60,twice-weekly,5
0,0,60,none,20
35000,0,60,weekly,20
52000,0,60,twice-weekly,20
0,0,60,none,40
21000,0,60,weekly,40
31000,0,60,twice-weekly,40
0,0,60,none,60
21000,0,60,weekly,60
24000,0,60,twice-weekly,60
0,0,60,none,80
18000,0,60,weekly,80
22000,0,60,twice-weekly,80
0,0,60,none,100
18000,0,60,weekly,100
20000,0,60,twice-weekly,100
0,25,60,none,5
122000,25,60,weekly,5
171000,25,60,twice-weekly,5
0,25,60,none,20
42000,25,60,weekly,20
63000,25,60,twice-weekly,20
0,25,60,none,40
26000,25,60,weekly,40
37000,25,60,twice-weekly,40
0,25,60,none,60
25000,25,60,weekly,60
29000,25,60,twice-weekly,60
0,25,60,none,80
22000,25,60,weekly,80
26000,25,60,twice-weekly,80
0,25,60,none,100
22000,25,60,weekly,100
25000,25,60,twice-weekly,100
0,50,60,none,5
155000,50,60,weekly,5
216000,50,60,twice-weekly,5
0,50,60,none,20
53000,50,60,weekly,20
80000,50,60,twice-weekly,20
0,50,60,none,40
33000,50,60,weekly,40
47000,50,60,twice-weekly,40
0,50,60,none,60
32000,50,60,weekly,60
36000,50,60,twice-weekly,60
0,50,60,none,80
28000,50,60,weekly,80
33000,50,60,twice-weekly,80
0,50,60,none,100
28000,50,60,weekly,100
31000,50,60,twice-weekly,100
0,75,60,none,5
211000,75,60,weekly,5
295000,75,60,twice-weekly,5
0,75,60,none,20
73000,75,60,weekly,20
108000,75,60,twice-weekly,20
0,75,60,none,40
45000,75,60,weekly,40
64000,75,60,twice-weekly,40
0,75,60,none,60
43000,75,60,weekly,60
49000,75,60,twice-weekly,60
0,75,60,none,80
38000,75,60,weekly,80
46000,75,60,twice-weekly,80
0,75,60,none,100
38000,75,60,weekly,100
43000,75,60,twice-weekly,100
0,100,60,none,5
347000,100,60,weekly,5
484000,100,60,twice-weekly,5
0,100,60,none,20
119000,100,60,weekly,20
178000,100,60,twice-weekly,20
0,100,60,none,40
73000,100,60,weekly,40
105000,100,60,twice-weekly,40
0,100,60,none,60
71000,100,60,weekly,60
81000,100,60,twice-weekly,60
0,100,60,none,80
62000,100,60,weekly,80
75000,100,60,twice-weekly,80
0,100,60,none,100
63000,100,60,weekly,100
70000,100,60,twice-weekly,100
0,0,80,none,5
154000,0,80,weekly,5
227000,0,80,twice-weekly,5
0,0,80,none,20
44000,0,80,weekly,20
58000,0,80,twice-weekly,20
0,0,80,none,40
28000,0,80,weekly,40
34000,0,80,twice-weekly,40
0,0,80,none,60
24000,0,80,weekly,60
27000,0,80,twice-weekly,60
0,0,80,none,80
22000,0,80,weekly,80
25000,0,80,twice-weekly,80
0,0,80,none,100
20000,0,80,weekly,100
25000,0,80,twice-weekly,100
0,25,80,none,5
186000,25,80,weekly,5
274000,25,80,twice-weekly,5
0,25,80,none,20
54000,25,80,weekly,20
71000,25,80,twice-weekly,20
0,25,80,none,40
34000,25,80,weekly,40
41000,25,80,twice-weekly,40
0,25,80,none,60
29000,25,80,weekly,60
33000,25,80,twice-weekly,60
0,25,80,none,80
26000,25,80,weekly,80
30000,25,80,twice-weekly,80
0,25,80,none,100
24000,25,80,weekly,100
30000,25,80,twice-weekly,100
0,50,80,none,5
236000,50,80,weekly,5
348000,50,80,twice-weekly,5
0,50,80,none,20
68000,50,80,weekly,20
89000,50,80,twice-weekly,20
0,50,80,none,40
43000,50,80,weekly,40
52000,50,80,twice-weekly,40
0,50,80,none,60
37000,50,80,weekly,60
42000,50,80,twice-weekly,60
0,50,80,none,80
33000,50,80,weekly,80
38000,50,80,twice-weekly,80
0,50,80,none,100
31000,50,80,weekly,100
38000,50,80,twice-weekly,100
0,75,80,none,5
322000,75,80,weekly,5
474000,75,80,twice-weekly,5
0,75,80,none,20
93000,75,80,weekly,20
122000,75,80,twice-weekly,20
0,75,80,none,40
59000,75,80,weekly,40
71000,75,80,twice-weekly,40
0,75,80,none,60
50000,75,80,weekly,60
57000,75,80,twice-weekly,60
0,75,80,none,80
45000,75,80,weekly,80
51000,75,80,twice-weekly,80
0,75,80,none,100
42000,75,80,weekly,100
52000,75,80,twice-weekly,100
0,100,80,none,5
528000,100,80,weekly,5
778000,100,80,twice-weekly,5
0,100,80,none,20
152000,100,80,weekly,20
200000,100,80,twice-weekly,20
0,100,80,none,40
96000,100,80,weekly,40
117000,100,80,twice-weekly,40
0,100,80,none,60
82000,100,80,weekly,60
94000,100,80,twice-weekly,60
0,100,80,none,80
74000,100,80,weekly,80
84000,100,80,twice-weekly,80
0,100,80,none,100
69000,100,80,weekly,100
85000,100,80,twice-weekly,100
0,0,100,none,5
220000,0,100,weekly,5
605000,0,100,twice-weekly,5
0,0,100,none,20
85000,0,100,weekly,20
115000,0,100,twice-weekly,20
0,0,100,none,40
53000,0,100,weekly,40
57000,0,100,twice-weekly,40
0,0,100,none,60
36000,0,100,weekly,60
49000,0,100,twice-weekly,60
0,0,100,none,80
30000,0,100,weekly,80
39000,0,100,twice-weekly,80
0,0,100,none,100
31000,0,100,weekly,100
34000,0,100,twice-weekly,100
0,25,100,none,5
266000,25,100,weekly,5
732000,25,100,twice-weekly,5
0,25,100,none,20
103000,25,100,weekly,20
139000,25,100,twice-weekly,20
0,25,100,none,40
64000,25,100,weekly,40
69000,25,100,twice-weekly,40
0,25,100,none,60
43000,25,100,weekly,60
59000,25,100,twice-weekly,60
0,25,100,none,80
37000,25,100,weekly,80
47000,25,100,twice-weekly,80
0,25,100,none,100
37000,25,100,weekly,100
41000,25,100,twice-weekly,100
0,50,100,none,5
337000,50,100,weekly,5
928000,50,100,twice-weekly,5
0,50,100,none,20
130000,50,100,weekly,20
176000,50,100,twice-weekly,20
0,50,100,none,40
81000,50,100,weekly,40
88000,50,100,twice-weekly,40
0,50,100,none,60
55000,50,100,weekly,60
74000,50,100,twice-weekly,60
0,50,100,none,80
47000,50,100,weekly,80
60000,50,100,twice-weekly,80
0,50,100,none,100
47000,50,100,weekly,100
52000,50,100,twice-weekly,100
0,75,100,none,5
459000,75,100,weekly,5
1265000,75,100,twice-weekly,5
0,75,100,none,20
177000,75,100,weekly,20
240000,75,100,twice-weekly,20
0,75,100,none,40
110000,75,100,weekly,40
120000,75,100,twice-weekly,40
0,75,100,none,60
75000,75,100,weekly,60
101000,75,100,twice-weekly,60
0,75,100,none,80
64000,75,100,weekly,80
81000,75,100,twice-weekly,80
0,75,100,none,100
64000,75,100,weekly,100
70000,75,100,twice-weekly,100
0,100,100,none,5
754000,100,100,weekly,5
2077000,100,100,twice-weekly,5
0,100,100,none,20
291000,100,100,weekly,20
395000,100,100,twice-weekly,20
0,100,100,none,40
181000,100,100,weekly,40
196000,100,100,twice-weekly,40
0,100,100,none,60
122000,100,100,weekly,60
167000,100,100,twice-weekly,60
0,100,100,none,80
104000,100,100,weekly,80
133000,100,100,twice-weekly,80
0,100,100,none,100
105000,100,100,weekly,100
115000,100,100,twice-weekly,100
